gene_id	transcript_id(s)	length	effective_length	expected_count	TPM	FPKM
Potri.001G025100.v4.1	Potri.001G025100.12.v4.1,Potri.001G025100.24.v4.1,Potri.001G025100.25.v4.1,Potri.001G025100.26.v4.1,Potri.001G025100.27.v4.1,Potri.001G025100.28.v4.1,Potri.001G025100.29.v4.1,Potri.001G025100.30.v4.1,Potri.001G025100.31.v4.1,Potri.001G025100.32.v4.1,Potri.001G025100.33.v4.1,Potri.001G025100.34.v4.1,Potri.001G025100.35.v4.1,Potri.001G025100.36.v4.1,Potri.001G025100.37.v4.1,Potri.001G025100.38.v4.1,Potri.001G025100.39.v4.1,Potri.001G025100.40.v4.1	2551.25	2382.18	2784.00	114.50	88.89
Potri.001G025200.v4.1	Potri.001G025200.2.v4.1,Potri.001G025200.3.v4.1	1746.00	1576.92	1.00	0.06	0.05
Potri.001G025300.v4.1	Potri.001G025300.1.v4.1	831.00	661.92	75.00	11.10	8.62
Potri.001G025400.v4.1	Potri.001G025400.1.v4.1,Potri.001G025400.2.v4.1,Potri.001G025400.3.v4.1,Potri.001G025400.4.v4.1,Potri.001G025400.5.v4.1	3276.00	3106.92	105.00	3.31	2.57
Potri.001G025500.v4.1	Potri.001G025500.1.v4.1,Potri.001G025500.2.v4.1	1292.00	1122.92	1.00	0.09	0.07
Potri.001G025601.v4.1	Potri.001G025601.1.v4.1	1109.00	939.92	247.00	25.75	19.99
Potri.001G025701.v4.1	Potri.001G025701.1.v4.1	2986.00	2816.92	30.00	1.04	0.81
Potri.001G025800.v4.1	Potri.001G025800.1.v4.1	2712.00	2542.92	0.00	0.00	0.00
Potri.001G026000.v4.1	Potri.001G026000.3.v4.1	1362.00	1192.92	247.00	20.29	15.75
Potri.001G026100.v4.1	Potri.001G026100.1.v4.1	1971.00	1801.92	497.00	27.02	20.98
Potri.001G026200.v4.1	Potri.001G026200.1.v4.1	1416.00	1246.92	15.00	1.18	0.91
Potri.001G026300.v4.1	Potri.001G026300.1.v4.1	1842.00	1672.92	964.00	56.46	43.83
Potri.001G026400.v4.1	Potri.001G026400.3.v4.1	2176.00	2006.92	18.00	0.88	0.68
Potri.001G026501.v4.1	Potri.001G026501.1.v4.1	1302.00	1132.92	24.00	2.08	1.61
Potri.001G026600.v4.1	Potri.001G026600.1.v4.1	1636.00	1466.92	817.00	54.57	42.36
Potri.001G026700.v4.1	Potri.001G026700.1.v4.1,Potri.001G026700.2.v4.1	1396.47	1227.40	95.00	7.58	5.89
Potri.001G026800.v4.1	Potri.001G026800.1.v4.1	3392.00	3222.92	482.00	14.65	11.38
Potri.001G026900.v4.1	Potri.001G026900.2.v4.1,Potri.001G026900.3.v4.1	4367.01	4197.94	84.00	1.96	1.52
Potri.001G027000.v4.1	Potri.001G027000.1.v4.1	875.00	705.92	40.00	5.55	4.31
Potri.001G027100.v4.1	Potri.001G027100.1.v4.1	1993.00	1823.92	1.00	0.05	0.04
Potri.001G027232.v4.1	Potri.001G027232.3.v4.1,Potri.001G027232.4.v4.1,Potri.001G027232.5.v4.1,Potri.001G027232.6.v4.1,Potri.001G027232.7.v4.1	5710.00	5540.92	35.00	0.62	0.48
Potri.001G027400.v4.1	Potri.001G027400.1.v4.1	4343.00	4173.92	873.00	20.49	15.91
Potri.001G027500.v4.1	Potri.001G027500.2.v4.1	891.00	721.92	0.00	0.00	0.00
Potri.001G027600.v4.1	Potri.001G027600.2.v4.1	1813.00	1643.92	645.00	38.44	29.84
Potri.001G027700.v4.1	Potri.001G027700.1.v4.1,Potri.001G027700.2.v4.1	1486.50	1317.42	0.00	0.00	0.00
Potri.001G027800.v4.1	Potri.001G027800.2.v4.1	465.00	295.99	0.00	0.00	0.00
Potri.001G027900.v4.1	Potri.001G027900.1.v4.1	3201.00	3031.92	5.00	0.16	0.13
Potri.001G027950.v4.1	Potri.001G027950.1.v4.1,Potri.001G027950.2.v4.1	692.50	523.43	0.00	0.00	0.00
Potri.001G028000.v4.1	Potri.001G028000.1.v4.1	1002.00	832.92	208.00	24.47	18.99
Potri.001G028100.v4.1	Potri.001G028100.3.v4.1,Potri.001G028100.4.v4.1,Potri.001G028100.5.v4.1,Potri.001G028100.6.v4.1	1889.87	1720.80	34.00	1.94	1.50
Potri.001G028200.v4.1	Potri.001G028200.1.v4.1	2150.00	1980.92	34.00	1.68	1.31
Potri.001G028300.v4.1	Potri.001G028300.1.v4.1,Potri.001G028300.2.v4.1	1385.78	1216.70	213.00	17.15	13.32
Potri.001G028400.v4.1	Potri.001G028400.1.v4.1	1892.00	1722.92	368.00	20.93	16.25
Potri.001G028500.v4.1	Potri.001G028500.1.v4.1	812.00	642.93	299.00	45.57	35.37
Potri.001G028600.v4.1	Potri.001G028600.1.v4.1	1505.00	1335.92	0.00	0.00	0.00
Potri.001G028750.v4.1	Potri.001G028750.1.v4.1,Potri.001G028750.2.v4.1	3926.00	3756.92	14.00	0.37	0.28
Potri.001G028900.v4.1	Potri.001G028900.1.v4.1	812.00	642.93	0.00	0.00	0.00
Potri.001G029000.v4.1	Potri.001G029000.1.v4.1	937.00	767.92	8.26	1.05	0.82
Potri.001G029300.v4.1	Potri.001G029300.5.v4.1,Potri.001G029300.6.v4.1,Potri.001G029300.7.v4.1	4510.46	4341.39	81.74	1.84	1.43
Potri.001G029400.v4.1	Potri.001G029400.1.v4.1,Potri.001G029400.3.v4.1	2145.57	1976.50	163.00	8.08	6.27
Potri.001G029500.v4.1	Potri.001G029500.1.v4.1	1365.00	1195.92	4.00	0.33	0.25
Potri.001G029600.v4.1	Potri.001G029600.1.v4.1,Potri.001G029600.2.v4.1,Potri.001G029600.3.v4.1,Potri.001G029600.4.v4.1	5100.47	4931.39	839.00	16.67	12.94
Potri.001G029700.v4.1	Potri.001G029700.1.v4.1	405.00	236.12	14.00	5.81	4.51
Potri.001G029800.v4.1	Potri.001G029800.11.v4.1,Potri.001G029800.14.v4.1,Potri.001G029800.3.v4.1	2323.63	2154.56	302.00	13.73	10.66
Potri.001G029900.v4.1	Potri.001G029900.1.v4.1	986.00	816.92	429.00	51.45	39.94
Potri.001G030000.v4.1	Potri.001G030000.1.v4.1	1009.00	839.92	312.00	36.39	28.25
Potri.001G030100.v4.1	Potri.001G030100.1.v4.1,Potri.001G030100.2.v4.1,Potri.001G030100.4.v4.1,Potri.001G030100.5.v4.1	3853.78	3684.70	761.00	20.24	15.71
Potri.001G030200.v4.1	Potri.001G030200.3.v4.1	2558.00	2388.92	242.00	9.93	7.71
Potri.001G030300.v4.1	Potri.001G030300.1.v4.1	3168.00	2998.92	90.00	2.94	2.28
Potri.001G030401.v4.1	Potri.001G030401.1.v4.1	1174.00	1004.92	0.00	0.00	0.00
Potri.001G030600.v4.1	Potri.001G030600.1.v4.1	2481.00	2311.92	0.00	0.00	0.00
Potri.001G030750.v4.1	Potri.001G030750.1.v4.1	4042.00	3872.92	414.00	10.47	8.13
Potri.001G030900.v4.1	Potri.001G030900.5.v4.1	1716.00	1546.92	1184.00	74.99	58.22
Potri.001G031200.v4.1	Potri.001G031200.1.v4.1,Potri.001G031200.2.v4.1	651.00	481.94	0.00	0.00	0.00
Potri.001G031400.v4.1	Potri.001G031400.1.v4.1,Potri.001G031400.2.v4.1,Potri.001G031400.6.v4.1,Potri.001G031400.7.v4.1	3767.35	3598.27	578.00	15.74	12.22
Potri.001G031500.v4.1	Potri.001G031500.1.v4.1	1787.00	1617.92	122.00	7.39	5.74
Potri.001G031600.v4.1	Potri.001G031600.1.v4.1	1182.00	1012.92	0.00	0.00	0.00
Potri.001G031700.v4.1	Potri.001G031700.1.v4.1,Potri.001G031700.5.v4.1	2301.00	2131.92	326.00	14.98	11.63
Potri.001G031800.v4.1	Potri.001G031800.1.v4.1,Potri.001G031800.11.v4.1,Potri.001G031800.12.v4.1	1814.08	1645.00	483.00	28.77	22.33
Potri.001G031900.v4.1	Potri.001G031900.2.v4.1	1983.00	1813.92	0.00	0.00	0.00
Potri.001G032000.v4.1	Potri.001G032000.3.v4.1	2216.00	2046.92	183.00	8.76	6.80
Potri.001G032100.v4.1	Potri.001G032100.3.v4.1,Potri.001G032100.4.v4.1,Potri.001G032100.5.v4.1	1896.00	1726.92	0.00	0.00	0.00
Potri.001G032200.v4.1	Potri.001G032200.2.v4.1,Potri.001G032200.3.v4.1,Potri.001G032200.4.v4.1,Potri.001G032200.5.v4.1	1294.68	1125.60	32.00	2.79	2.16
Potri.001G032300.v4.1	Potri.001G032300.2.v4.1	1152.00	982.92	0.00	0.00	0.00
Potri.001G032400.v4.1	Potri.001G032400.1.v4.1	1293.00	1123.92	52.00	4.53	3.52
Potri.001G032500.v4.1	Potri.001G032500.1.v4.1	1633.00	1463.92	353.00	23.63	18.34
Potri.001G032566.v4.1	Potri.001G032566.3.v4.1	1418.00	1248.92	3.00	0.24	0.18
Potri.001G032683.v4.1	Potri.001G032683.1.v4.1	1570.00	1400.92	0.00	0.00	0.00
Potri.001G032800.v4.1	Potri.001G032800.1.v4.1	2410.00	2240.92	306.00	13.38	10.39
Potri.001G032900.v4.1	Potri.001G032900.1.v4.1	938.00	768.92	994.00	126.66	98.32
Potri.001G033200.v4.1	Potri.001G033200.1.v4.1	1699.00	1529.92	449.00	28.75	22.32
Potri.001G033400.v4.1	Potri.001G033400.2.v4.1,Potri.001G033400.3.v4.1,Potri.001G033400.4.v4.1	2952.00	2782.92	1.00	0.04	0.03
Potri.001G033500.v4.1	Potri.001G033500.3.v4.1	1291.00	1121.92	121.00	10.57	8.20
Potri.001G033600.v4.1	Potri.001G033600.1.v4.1,Potri.001G033600.2.v4.1	2468.75	2299.68	329.00	14.02	10.88
Potri.001G033800.v4.1	Potri.001G033800.1.v4.1	2652.00	2482.92	93.00	3.67	2.85
Potri.001G033900.v4.1	Potri.001G033900.4.v4.1	1554.00	1384.92	114.00	8.06	6.26
Potri.001G034100.v4.1	Potri.001G034100.2.v4.1,Potri.001G034100.3.v4.1	1923.00	1753.92	2.00	0.11	0.09
Potri.001G034200.v4.1	Potri.001G034200.1.v4.1	1614.00	1444.92	719.00	48.75	37.85
Potri.001G034300.v4.1	Potri.001G034300.1.v4.1,Potri.001G034300.8.v4.1	5439.00	5269.92	37.00	0.69	0.53
Potri.001G034400.v4.1	Potri.001G034400.1.v4.1	1100.00	930.92	672.63	70.79	54.96
Potri.001G034500.v4.1	Potri.001G034500.1.v4.1	1116.00	946.92	47.00	4.86	3.78
Potri.001G034600.v4.1	Potri.001G034600.1.v4.1	3658.00	3488.92	118.00	3.31	2.57
Potri.001G034700.v4.1	Potri.001G034700.1.v4.1,Potri.001G034700.2.v4.1,Potri.001G034700.3.v4.1,Potri.001G034700.4.v4.1	1653.45	1484.37	195.00	12.87	9.99
Potri.001G034900.v4.1	Potri.001G034900.3.v4.1	1336.00	1166.92	11.00	0.92	0.72
Potri.001G034933.v4.1	Potri.001G034933.1.v4.1,Potri.001G034933.2.v4.1	1345.09	1176.02	123.00	10.25	7.96
Potri.001G034966.v4.1	Potri.001G034966.1.v4.1	1184.00	1014.92	19.00	1.83	1.42
Potri.001G035000.v4.1	Potri.001G035000.3.v4.1	1404.00	1234.92	151.00	11.98	9.30
Potri.001G035200.v4.1	Potri.001G035200.1.v4.1	1790.00	1620.92	446.00	26.96	20.93
Potri.001G035300.v4.1	Potri.001G035300.1.v4.1	1582.00	1412.92	28.00	1.94	1.51
Potri.001G035400.v4.1	Potri.001G035400.1.v4.1	1681.00	1511.92	17.00	1.10	0.86
Potri.001G035450.v4.1	Potri.001G035450.1.v4.1	867.00	697.92	5.00	0.70	0.54
Potri.001G035500.v4.1	Potri.001G035500.1.v4.1,Potri.001G035500.5.v4.1,Potri.001G035500.7.v4.1	1889.00	1719.92	16.00	0.91	0.71
Potri.001G035600.v4.1	Potri.001G035600.2.v4.1,Potri.001G035600.3.v4.1,Potri.001G035600.4.v4.1	1348.00	1178.92	11.00	0.91	0.71
Potri.001G035700.v4.1	Potri.001G035700.1.v4.1	1609.00	1439.92	100.00	6.80	5.28
Potri.001G035800.v4.1	Potri.001G035800.1.v4.1,Potri.001G035800.2.v4.1,Potri.001G035800.3.v4.1,Potri.001G035800.4.v4.1	2846.51	2677.44	369.00	13.50	10.48
Potri.001G035900.v4.1	Potri.001G035900.2.v4.1,Potri.001G035900.3.v4.1	3737.00	3567.92	8.00	0.22	0.17
Potri.001G036000.v4.1	Potri.001G036000.1.v4.1,Potri.001G036000.3.v4.1	2521.88	2352.81	102.00	4.25	3.30
Potri.001G036100.v4.1	Potri.001G036100.3.v4.1,Potri.001G036100.4.v4.1	3899.67	3730.60	305.00	8.01	6.22
Potri.001G036400.v4.1	Potri.001G036400.1.v4.1	1847.00	1677.92	281.00	16.41	12.74
Potri.001G036500.v4.1	Potri.001G036500.2.v4.1	1879.00	1709.92	9.00	0.52	0.40
Potri.001G036600.v4.1	Potri.001G036600.2.v4.1	1234.00	1064.92	0.00	0.00	0.00
Potri.001G036700.v4.1	Potri.001G036700.1.v4.1	1269.00	1099.92	0.00	0.00	0.00
Potri.001G036800.v4.1	Potri.001G036800.2.v4.1,Potri.001G036800.4.v4.1	2673.00	2503.92	452.87	17.72	13.76
Potri.001G036900.v4.1	Potri.001G036900.1.v4.1	2421.00	2251.92	1190.00	51.77	40.19
Potri.001G037000.v4.1	Potri.001G037000.1.v4.1,Potri.001G037000.4.v4.1,Potri.001G037000.6.v4.1	1784.89	1615.81	90.00	5.46	4.24
Potri.001G037101.v4.1	Potri.001G037101.1.v4.1	2506.00	2336.92	5.00	0.21	0.16
Potri.001G037200.v4.1	Potri.001G037200.1.v4.1	1475.00	1305.92	135.00	10.13	7.86
Potri.001G037300.v4.1	Potri.001G037300.1.v4.1	1766.00	1596.92	1015.00	62.27	48.34
Potri.001G037400.v4.1	Potri.001G037400.1.v4.1	279.00	112.23	41.00	35.79	27.79
Potri.001G037500.v4.1	Potri.001G037500.1.v4.1	2189.00	2019.92	77.00	3.73	2.90
Potri.001G037700.v4.1	Potri.001G037700.1.v4.1	1462.00	1292.92	1.00	0.08	0.06
Potri.001G037800.v4.1	Potri.001G037800.2.v4.1	1288.00	1118.92	0.00	0.00	0.00
Potri.001G037900.v4.1	Potri.001G037900.4.v4.1,Potri.001G037900.6.v4.1,Potri.001G037900.7.v4.1	2766.49	2597.42	13.00	0.49	0.38
Potri.001G038000.v4.1	Potri.001G038000.1.v4.1	1453.00	1283.92	445.00	33.96	26.36
Potri.001G038100.v4.1	Potri.001G038100.1.v4.1,Potri.001G038100.2.v4.1	1668.33	1499.25	1059.00	69.21	53.73
Potri.001G038200.v4.1	Potri.001G038200.1.v4.1	285.00	117.97	6.00	4.98	3.87
Potri.001G038300.v4.1	Potri.001G038300.1.v4.1	2686.00	2516.92	24.98	0.97	0.75
Potri.001G038500.v4.1	Potri.001G038500.2.v4.1	741.00	571.93	0.00	0.00	0.00
Potri.001G038525.v4.1	Potri.001G038525.1.v4.1	2591.00	2421.92	57.84	2.34	1.82
Potri.001G038750.v4.1	Potri.001G038750.1.v4.1	1184.00	1014.92	2.00	0.19	0.15
Potri.001G038975.v4.1	Potri.001G038975.1.v4.1	807.00	637.93	0.00	0.00	0.00
Potri.001G039200.v4.1	Potri.001G039200.1.v4.1	2617.00	2447.92	3.07	0.12	0.10
Potri.001G039450.v4.1	Potri.001G039450.1.v4.1	2715.00	2545.92	1.03	0.04	0.03
Potri.001G039700.v4.1	Potri.001G039700.1.v4.1	331.00	162.75	0.00	0.00	0.00
Potri.001G039900.v4.1	Potri.001G039900.1.v4.1,Potri.001G039900.2.v4.1	2655.00	2485.92	5.25	0.21	0.16
Potri.001G040000.v4.1	Potri.001G040000.1.v4.1	3229.00	3059.92	1.14	0.04	0.03
Potri.001G040100.v4.1	Potri.001G040100.2.v4.1	1534.00	1364.92	16.38	1.18	0.91
Potri.001G040200.v4.1	Potri.001G040200.1.v4.1	552.00	382.94	108.55	27.77	21.56
Potri.001G040300.v4.1	Potri.001G040300.2.v4.1,Potri.001G040300.3.v4.1	1230.50	1061.42	0.00	0.00	0.00
Potri.001G040400.v4.1	Potri.001G040400.1.v4.1	789.00	619.93	0.00	0.00	0.00
Potri.001G040500.v4.1	Potri.001G040500.2.v4.1	2715.00	2545.92	25.87	1.00	0.77
Potri.001G040600.v4.1	Potri.001G040600.2.v4.1	952.00	782.92	0.00	0.00	0.00
Potri.001G040628.v4.1	Potri.001G040628.1.v4.1	2584.00	2414.92	35.95	1.46	1.13
Potri.001G040756.v4.1	Potri.001G040756.1.v4.1	1089.00	919.92	1.00	0.11	0.08
Potri.001G040884.v4.1	Potri.001G040884.1.v4.1	324.00	155.87	0.00	0.00	0.00
Potri.001G041012.v4.1	Potri.001G041012.1.v4.1	2313.00	2143.92	7.86	0.36	0.28
Potri.001G041140.v4.1	Potri.001G041140.1.v4.1	1192.00	1022.92	68.62	6.57	5.10
Potri.001G041268.v4.1	Potri.001G041268.1.v4.1	554.00	384.94	15.45	3.93	3.05
Potri.001G041400.v4.1	Potri.001G041400.1.v4.1	1870.00	1700.92	4.00	0.23	0.18
Potri.001G041500.v4.1	Potri.001G041500.1.v4.1	1970.00	1800.92	68.00	3.70	2.87
Potri.001G041550.v4.1	Potri.001G041550.1.v4.1	804.00	634.93	0.00	0.00	0.00
Potri.001G041600.v4.1	Potri.001G041600.1.v4.1	2622.00	2452.92	83.00	3.32	2.57
Potri.001G041700.v4.1	Potri.001G041700.2.v4.1	2182.00	2012.92	63.00	3.07	2.38
Potri.001G041800.v4.1	Potri.001G041800.10.v4.1,Potri.001G041800.14.v4.1,Potri.001G041800.17.v4.1,Potri.001G041800.18.v4.1,Potri.001G041800.19.v4.1,Potri.001G041800.20.v4.1,Potri.001G041800.21.v4.1,Potri.001G041800.22.v4.1,Potri.001G041800.9.v4.1	2906.93	2737.85	1720.64	61.57	47.80
Potri.001G041900.v4.1	Potri.001G041900.1.v4.1,Potri.001G041900.5.v4.1	1065.00	895.92	167.36	18.30	14.21
Potri.001G042000.v4.1	Potri.001G042000.1.v4.1,Potri.001G042000.3.v4.1,Potri.001G042000.4.v4.1	2487.15	2318.07	15.00	0.63	0.49
Potri.001G042100.v4.1	Potri.001G042100.1.v4.1	858.00	688.92	0.00	0.00	0.00
Potri.001G042200.v4.1	Potri.001G042200.1.v4.1	939.00	769.92	2.00	0.25	0.20
Potri.001G042400.v4.1	Potri.001G042400.2.v4.1	1586.00	1416.92	29.00	2.01	1.56
Potri.001G042500.v4.1	Potri.001G042500.1.v4.1,Potri.001G042500.2.v4.1	3281.00	3111.92	4.00	0.13	0.10
Potri.001G042600.v4.1	Potri.001G042600.1.v4.1	2413.00	2243.92	1.00	0.04	0.03
Potri.001G042700.v4.1	Potri.001G042700.1.v4.1	2456.00	2286.92	9.00	0.39	0.30
Potri.001G042800.v4.1	Potri.001G042800.2.v4.1	1287.00	1117.92	6.00	0.53	0.41
Potri.001G042900.v4.1	Potri.001G042900.2.v4.1,Potri.001G042900.3.v4.1	1799.87	1630.80	307.00	18.44	14.32
Potri.001G043000.v4.1	Potri.001G043000.5.v4.1,Potri.001G043000.6.v4.1,Potri.001G043000.7.v4.1	1414.38	1245.31	646.00	50.83	39.46
Potri.001G043100.v4.1	Potri.001G043100.1.v4.1	959.00	789.92	482.00	59.78	46.41
Potri.001G043200.v4.1	Potri.001G043200.1.v4.1,Potri.001G043200.2.v4.1	2038.00	1868.92	140.00	7.34	5.70
Potri.001G043300.v4.1	Potri.001G043300.4.v4.1	560.00	390.94	28.88	7.24	5.62
Potri.001G043400.v4.1	Potri.001G043400.5.v4.1	1216.00	1046.92	101.12	9.46	7.35
Potri.001G043500.v4.1	Potri.001G043500.1.v4.1	2105.00	1935.92	61.00	3.09	2.40
Potri.001G043600.v4.1	Potri.001G043600.3.v4.1	788.00	618.93	1.00	0.16	0.12
Potri.001G043700.v4.1	Potri.001G043700.1.v4.1	2559.00	2389.92	15.00	0.61	0.48
Potri.001G043800.v4.1	Potri.001G043800.1.v4.1	2655.00	2485.92	0.00	0.00	0.00
Potri.001G043900.v4.1	Potri.001G043900.1.v4.1	2964.00	2794.92	0.00	0.00	0.00
Potri.001G044000.v4.1	Potri.001G044000.1.v4.1	1612.00	1442.92	2032.00	137.98	107.11
Potri.001G044100.v4.1	Potri.001G044100.1.v4.1	1406.00	1236.92	0.00	0.00	0.00
Potri.001G044200.v4.1	Potri.001G044200.1.v4.1,Potri.001G044200.2.v4.1	609.36	441.40	112.00	24.86	19.30
Potri.001G044300.v4.1	Potri.001G044300.1.v4.1	2223.00	2053.92	1539.00	73.41	56.99
Potri.001G044402.v4.1	Potri.001G044402.1.v4.1	1516.00	1346.92	0.00	0.00	0.00
Potri.001G044500.v4.1	Potri.001G044500.1.v4.1	957.00	787.92	83.00	10.32	8.01
Potri.001G044601.v4.1	Potri.001G044601.1.v4.1	1106.00	936.92	3.00	0.31	0.24
Potri.001G044700.v4.1	Potri.001G044700.2.v4.1	1177.00	1007.92	76.00	7.39	5.74
Potri.001G044800.v4.1	Potri.001G044800.1.v4.1	691.00	521.93	0.00	0.00	0.00
Potri.001G044900.v4.1	Potri.001G044900.1.v4.1	2029.00	1859.92	574.00	30.24	23.47
Potri.001G045000.v4.1	Potri.001G045000.2.v4.1	1521.00	1351.92	0.00	0.00	0.00
Potri.001G045100.v4.1	Potri.001G045100.1.v4.1	1379.00	1209.92	8.46	0.69	0.53
Potri.001G045200.v4.1	Potri.001G045200.1.v4.1	2888.00	2718.92	210.28	7.58	5.88
Potri.001G045301.v4.1	Potri.001G045301.1.v4.1	213.00	52.56	0.00	0.00	0.00
Potri.001G045500.v4.1	Potri.001G045500.1.v4.1	1957.00	1787.92	4.54	0.25	0.19
Potri.001G045600.v4.1	Potri.001G045600.1.v4.1	456.00	287.00	0.00	0.00	0.00
Potri.001G045800.v4.1	Potri.001G045800.1.v4.1,Potri.001G045800.2.v4.1,Potri.001G045800.3.v4.1,Potri.001G045800.5.v4.1,Potri.001G045800.6.v4.1	747.00	577.93	0.00	0.00	0.00
Potri.001G045901.v4.1	Potri.001G045901.1.v4.1	213.00	52.56	0.00	0.00	0.00
Potri.001G046000.v4.1	Potri.001G046000.2.v4.1	1817.00	1647.92	139.00	8.26	6.42
Potri.001G046100.v4.1	Potri.001G046100.1.v4.1	1437.00	1267.92	10.91	0.84	0.65
Potri.001G046400.v4.1	Potri.001G046400.1.v4.1	1476.00	1306.92	7.09	0.53	0.41
Potri.001G046500.v4.1	Potri.001G046500.2.v4.1,Potri.001G046500.3.v4.1	3494.88	3325.80	152.00	4.48	3.48
Potri.001G046600.v4.1	Potri.001G046600.2.v4.1	609.00	439.93	405.00	90.20	70.02
Potri.001G046700.v4.1	Potri.001G046700.1.v4.1,Potri.001G046700.2.v4.1,Potri.001G046700.3.v4.1	1176.88	1007.81	288.00	28.00	21.74
Potri.001G046800.v4.1	Potri.001G046800.1.v4.1	1891.00	1721.92	6.09	0.35	0.27
Potri.001G046900.v4.1	Potri.001G046900.1.v4.1,Potri.001G046900.2.v4.1,Potri.001G046900.3.v4.1,Potri.001G046900.4.v4.1	961.65	792.57	34.91	4.32	3.35
Potri.001G047100.v4.1	Potri.001G047100.1.v4.1	1568.00	1398.92	177.00	12.40	9.62
Potri.001G047200.v4.1	Potri.001G047200.1.v4.1,Potri.001G047200.3.v4.1,Potri.001G047200.4.v4.1	3814.14	3645.07	232.00	6.24	4.84
Potri.001G047400.v4.1	Potri.001G047400.1.v4.1	1350.00	1180.92	654.00	54.26	42.12
Potri.001G047500.v4.1	Potri.001G047500.1.v4.1	1554.00	1384.92	126.00	8.91	6.92
Potri.001G047600.v4.1	Potri.001G047600.1.v4.1	1438.00	1268.92	65.00	5.02	3.90
Potri.001G047700.v4.1	Potri.001G047700.1.v4.1,Potri.001G047700.3.v4.1,Potri.001G047700.4.v4.1	1513.00	1343.92	28.00	2.04	1.58
Potri.001G047800.v4.1	Potri.001G047800.1.v4.1	1288.00	1118.92	15.00	1.31	1.02
Potri.001G047900.v4.1	Potri.001G047900.6.v4.1,Potri.001G047900.7.v4.1	1199.11	1030.03	428.00	40.71	31.60
Potri.001G048100.v4.1	Potri.001G048100.1.v4.1,Potri.001G048100.3.v4.1	1685.97	1516.89	223.00	14.40	11.18
Potri.001G048200.v4.1	Potri.001G048200.2.v4.1	1168.00	998.92	12.00	1.18	0.91
Potri.001G048300.v4.1	Potri.001G048300.2.v4.1	2397.00	2227.92	0.00	0.00	0.00
Potri.001G048400.v4.1	Potri.001G048400.2.v4.1	576.00	406.94	0.00	0.00	0.00
Potri.001G048500.v4.1	Potri.001G048500.1.v4.1	1865.00	1695.92	30.00	1.73	1.35
Potri.001G048700.v4.1	Potri.001G048700.1.v4.1,Potri.001G048700.4.v4.1	4828.47	4659.39	2427.99	51.06	39.63
Potri.001G048800.v4.1	Potri.001G048800.1.v4.1	5020.00	4850.92	87.94	1.78	1.38
Potri.001G048900.v4.1	Potri.001G048900.2.v4.1,Potri.001G048900.4.v4.1	4832.00	4662.92	568.00	11.93	9.27
Potri.001G049000.v4.1	Potri.001G049000.3.v4.1	4006.00	3836.92	0.00	0.00	0.00
Potri.001G049100.v4.1	Potri.001G049100.1.v4.1	2740.00	2570.92	21.00	0.80	0.62
Potri.001G049300.v4.1	Potri.001G049300.1.v4.1	1282.00	1112.92	188.00	16.55	12.85
Potri.001G049400.v4.1	Potri.001G049400.3.v4.1,Potri.001G049400.4.v4.1,Potri.001G049400.5.v4.1,Potri.001G049400.6.v4.1,Potri.001G049400.7.v4.1	3021.75	2852.68	596.00	20.47	15.89
Potri.001G049501.v4.1	Potri.001G049501.1.v4.1,Potri.001G049501.2.v4.1,Potri.001G049501.3.v4.1	1466.00	1296.92	5.00	0.38	0.29
Potri.001G049601.v4.1	Potri.001G049601.1.v4.1	1618.00	1448.92	76.00	5.14	3.99
Potri.001G049700.v4.1	Potri.001G049700.1.v4.1	1023.00	853.92	82.00	9.41	7.30
Potri.001G049800.v4.1	Potri.001G049800.1.v4.1	1492.00	1322.92	392.00	29.03	22.54
Potri.001G049900.v4.1	Potri.001G049900.1.v4.1	1476.00	1306.92	935.24	70.11	54.43
Potri.001G050000.v4.1	Potri.001G050000.3.v4.1,Potri.001G050000.4.v4.1,Potri.001G050000.5.v4.1	2165.12	1996.04	888.76	43.63	33.87
Potri.001G050100.v4.1	Potri.001G050100.1.v4.1	1114.00	944.92	451.00	46.76	36.30
Potri.001G050200.v4.1	Potri.001G050200.1.v4.1	3645.00	3475.92	0.00	0.00	0.00
Potri.001G050300.v4.1	Potri.001G050300.2.v4.1	3428.00	3258.92	1.00	0.03	0.02
Potri.001G050400.v4.1	Potri.001G050400.2.v4.1,Potri.001G050400.3.v4.1	1163.84	994.76	38.00	3.74	2.91
Potri.001G050600.v4.1	Potri.001G050600.1.v4.1,Potri.001G050600.2.v4.1	1301.34	1132.26	644.00	55.73	43.26
Potri.001G050700.v4.1	Potri.001G050700.5.v4.1,Potri.001G050700.6.v4.1	3120.28	2951.21	2832.00	94.02	72.99
Potri.001G050800.v4.1	Potri.001G050800.1.v4.1,Potri.001G050800.2.v4.1	1239.50	1070.42	0.00	0.00	0.00
Potri.001G050900.v4.1	Potri.001G050900.1.v4.1	2163.00	1993.92	0.00	0.00	0.00
Potri.001G051000.v4.1	Potri.001G051000.1.v4.1	1841.00	1671.92	1.00	0.06	0.05
Potri.001G051200.v4.1	Potri.001G051200.1.v4.1	2147.00	1977.92	257.00	12.73	9.88
Potri.001G051300.v4.1	Potri.001G051300.1.v4.1,Potri.001G051300.3.v4.1,Potri.001G051300.4.v4.1,Potri.001G051300.5.v4.1,Potri.001G051300.6.v4.1	575.51	407.15	7.77	1.87	1.45
